feature_index,feature_name,raw_column,source_role,question_id,question_text,question_type,option_label,applicable_categories,is_missing_sentinel,train_positive_count
87,answer__can_the_app_contain_violent_material_content_that_seller_42d20972__not_applicable,answer__can_the_app_contain_violent_material_content_that_seller_42d20972,radio,can_the_app_contain_violent_material_content_that_seller_42d20972,"Can the app contain violent material? Content that sellers create as part of the app catalog needs to be considered; however, this question does not refer to user-generated content (e.g., comments and reviews).",radio,__NOT_APPLICABLE__,All Other App Types,true,416
88,answer__can_the_player_ever_use_alcohol_in_a_first_person_perspe_4e53d7c8__no,answer__can_the_player_ever_use_alcohol_in_a_first_person_perspe_4e53d7c8,radio,can_the_player_ever_use_alcohol_in_a_first_person_perspe_4e53d7c8,Can the player ever use alcohol in a first-person perspective?,radio,No,Game,false,7
89,answer__can_the_player_ever_use_alcohol_in_a_first_person_perspe_4e53d7c8__yes,answer__can_the_player_ever_use_alcohol_in_a_first_person_perspe_4e53d7c8,radio,can_the_player_ever_use_alcohol_in_a_first_person_perspe_4e53d7c8,Can the player ever use alcohol in a first-person perspective?,radio,Yes,Game,false,4
90,answer__can_the_player_ever_use_alcohol_in_a_first_person_perspe_4e53d7c8__inactive,answer__can_the_player_ever_use_alcohol_in_a_first_person_perspe_4e53d7c8,radio,can_the_player_ever_use_alcohol_in_a_first_person_perspe_4e53d7c8,Can the player ever use alcohol in a first-person perspective?,radio,__INACTIVE__,Game,true,395
91,answer__can_the_player_ever_use_alcohol_in_a_first_person_perspe_4e53d7c8__not_applicable,answer__can_the_player_ever_use_alcohol_in_a_first_person_perspe_4e53d7c8,radio,can_the_player_ever_use_alcohol_in_a_first_person_perspe_4e53d7c8,Can the player ever use alcohol in a first-person perspective?,radio,__NOT_APPLICABLE__,Game,true,404
92,answer__can_the_player_ever_use_tobacco_in_a_first_person_perspe_929a7633__no,answer__can_the_player_ever_use_tobacco_in_a_first_person_perspe_929a7633,radio,can_the_player_ever_use_tobacco_in_a_first_person_perspe_929a7633,Can the player ever use tobacco in a first-person perspective?,radio,No,Game,false,6
93,answer__can_the_player_ever_use_tobacco_in_a_first_person_perspe_929a7633__yes,answer__can_the_player_ever_use_tobacco_in_a_first_person_perspe_929a7633,radio,can_the_player_ever_use_tobacco_in_a_first_person_perspe_929a7633,Can the player ever use tobacco in a first-person perspective?,radio,Yes,Game,false,5
94,answer__can_the_player_ever_use_tobacco_in_a_first_person_perspe_929a7633__inactive,answer__can_the_player_ever_use_tobacco_in_a_first_person_perspe_929a7633,radio,can_the_player_ever_use_tobacco_in_a_first_person_perspe_929a7633,Can the player ever use tobacco in a first-person perspective?,radio,__INACTIVE__,Game,true,395
95,answer__can_the_player_ever_use_tobacco_in_a_first_person_perspe_929a7633__not_applicable,answer__can_the_player_ever_use_tobacco_in_a_first_person_perspe_929a7633,radio,can_the_player_ever_use_tobacco_in_a_first_person_perspe_929a7633,Can the player ever use tobacco in a first-person perspective?,radio,__NOT_APPLICABLE__,Game,true,404
96,answer__can_the_user_ever_use_alcohol_in_a_first_person_perspect_ffd9c98e__no,answer__can_the_user_ever_use_alcohol_in_a_first_person_perspect_ffd9c98e,radio,can_the_user_ever_use_alcohol_in_a_first_person_perspect_ffd9c98e,Can the user ever use alcohol in a first-person perspective?,radio,No,All Other App Types,false,5
97,answer__can_the_user_ever_use_alcohol_in_a_first_person_perspect_ffd9c98e__yes,answer__can_the_user_ever_use_alcohol_in_a_first_person_perspect_ffd9c98e,radio,can_the_user_ever_use_alcohol_in_a_first_person_perspect_ffd9c98e,Can the user ever use alcohol in a first-person perspective?,radio,Yes,All Other App Types,false,4
98,answer__can_the_user_ever_use_alcohol_in_a_first_person_perspect_ffd9c98e__inactive,answer__can_the_user_ever_use_alcohol_in_a_first_person_perspect_ffd9c98e,radio,can_the_user_ever_use_alcohol_in_a_first_person_perspect_ffd9c98e,Can the user ever use alcohol in a first-person perspective?,radio,__INACTIVE__,All Other App Types,true,385
99,answer__can_the_user_ever_use_alcohol_in_a_first_person_perspect_ffd9c98e__not_applicable,answer__can_the_user_ever_use_alcohol_in_a_first_person_perspect_ffd9c98e,radio,can_the_user_ever_use_alcohol_in_a_first_person_perspect_ffd9c98e,Can the user ever use alcohol in a first-person perspective?,radio,__NOT_APPLICABLE__,All Other App Types,true,416
100,answer__can_the_user_ever_use_tobacco_in_a_first_person_perspect_b682c1a1__no,answer__can_the_user_ever_use_tobacco_in_a_first_person_perspect_b682c1a1,radio,can_the_user_ever_use_tobacco_in_a_first_person_perspect_b682c1a1,Can the user ever use tobacco in a first-person perspective?,radio,No,All Other App Types,false,3
101,answer__can_the_user_ever_use_tobacco_in_a_first_person_perspect_b682c1a1__yes,answer__can_the_user_ever_use_tobacco_in_a_first_person_perspect_b682c1a1,radio,can_the_user_ever_use_tobacco_in_a_first_person_perspect_b682c1a1,Can the user ever use tobacco in a first-person perspective?,radio,Yes,All Other App Types,false,3
102,answer__can_the_user_ever_use_tobacco_in_a_first_person_perspect_b682c1a1__inactive,answer__can_the_user_ever_use_tobacco_in_a_first_person_perspect_b682c1a1,radio,can_the_user_ever_use_tobacco_in_a_first_person_perspect_b682c1a1,Can the user ever use tobacco in a first-person perspective?,radio,__INACTIVE__,All Other App Types,true,388
103,answer__can_the_user_ever_use_tobacco_in_a_first_person_perspect_b682c1a1__not_applicable,answer__can_the_user_ever_use_tobacco_in_a_first_person_perspect_b682c1a1,radio,can_the_user_ever_use_tobacco_in_a_first_person_perspect_b682c1a1,Can the user ever use tobacco in a first-person perspective?,radio,__NOT_APPLICABLE__,All Other App Types,true,416
104,answer__can_these_purchases_include_random_items_where_the_purch_cfc20feb__no,answer__can_these_purchases_include_random_items_where_the_purch_cfc20feb,radio,can_these_purchases_include_random_items_where_the_purch_cfc20feb,"Can these purchases include random items where the purchaser doesn't know what specific items or features they will receive (e.g., loot boxes), the purchase of items that will be used to create or unlock an unknown item or feature (e.g., a key to unlock a loot box, material used to craft a random item), items that can improve the rate of earning random items (e.g., random drop boosts), or any other chance-based purchases?",radio,No,All Other App Types || Game || Social or Communication,false,23
105,answer__can_these_purchases_include_random_items_where_the_purch_cfc20feb__yes,answer__can_these_purchases_include_random_items_where_the_purch_cfc20feb,radio,can_these_purchases_include_random_items_where_the_purch_cfc20feb,"Can these purchases include random items where the purchaser doesn't know what specific items or features they will receive (e.g., loot boxes), the purchase of items that will be used to create or unlock an unknown item or feature (e.g., a key to unlock a loot box, material used to craft a random item), items that can improve the rate of earning random items (e.g., random drop boosts), or any other chance-based purchases?",radio,Yes,All Other App Types || Game || Social or Communication,false,10
106,answer__can_these_purchases_include_random_items_where_the_purch_cfc20feb__inactive,answer__can_these_purchases_include_random_items_where_the_purch_cfc20feb,radio,can_these_purchases_include_random_items_where_the_purch_cfc20feb,"Can these purchases include random items where the purchaser doesn't know what specific items or features they will receive (e.g., loot boxes), the purchase of items that will be used to create or unlock an unknown item or feature (e.g., a key to unlock a loot box, material used to craft a random item), items that can improve the rate of earning random items (e.g., random drop boosts), or any other chance-based purchases?",radio,__INACTIVE__,All Other App Types || Game || Social or Communication,true,777
107,answer__can_these_sexual_images_be_pornographic_dbe74343__no,answer__can_these_sexual_images_be_pornographic_dbe74343,radio,can_these_sexual_images_be_pornographic_dbe74343,Can these sexual images be pornographic?,radio,No,All Other App Types,false,10
108,answer__can_these_sexual_images_be_pornographic_dbe74343__yes,answer__can_these_sexual_images_be_pornographic_dbe74343,radio,can_these_sexual_images_be_pornographic_dbe74343,Can these sexual images be pornographic?,radio,Yes,All Other App Types,false,2
109,answer__can_these_sexual_images_be_pornographic_dbe74343__inactive,answer__can_these_sexual_images_be_pornographic_dbe74343,radio,can_these_sexual_images_be_pornographic_dbe74343,Can these sexual images be pornographic?,radio,__INACTIVE__,All Other App Types,true,382
110,answer__can_these_sexual_images_be_pornographic_dbe74343__not_applicable,answer__can_these_sexual_images_be_pornographic_dbe74343,radio,can_these_sexual_images_be_pornographic_dbe74343,Can these sexual images be pornographic?,radio,__NOT_APPLICABLE__,All Other App Types,true,416
111,answer__can_these_sexual_images_depict_nudity_62b6c6d4__no,answer__can_these_sexual_images_depict_nudity_62b6c6d4,radio,can_these_sexual_images_depict_nudity_62b6c6d4,Can these sexual images depict nudity?,radio,No,All Other App Types,false,6
112,answer__can_these_sexual_images_depict_nudity_62b6c6d4__yes,answer__can_these_sexual_images_depict_nudity_62b6c6d4,radio,can_these_sexual_images_depict_nudity_62b6c6d4,Can these sexual images depict nudity?,radio,Yes,All Other App Types,false,6
113,answer__can_these_sexual_images_depict_nudity_62b6c6d4__inactive,answer__can_these_sexual_images_depict_nudity_62b6c6d4,radio,can_these_sexual_images_depict_nudity_62b6c6d4,Can these sexual images depict nudity?,radio,__INACTIVE__,All Other App Types,true,382
114,answer__can_these_sexual_images_depict_nudity_62b6c6d4__not_applicable,answer__can_these_sexual_images_depict_nudity_62b6c6d4,radio,can_these_sexual_images_depict_nudity_62b6c6d4,Can these sexual images depict nudity?,radio,__NOT_APPLICABLE__,All Other App Types,true,416
115,answer__can_these_violent_images_be_gross_or_gory_a3d431d0__no,answer__can_these_violent_images_be_gross_or_gory_a3d431d0,radio,can_these_violent_images_be_gross_or_gory_a3d431d0,Can these violent images be gross or gory?,radio,No,All Other App Types,false,7
116,answer__can_these_violent_images_be_gross_or_gory_a3d431d0__yes,answer__can_these_violent_images_be_gross_or_gory_a3d431d0,radio,can_these_violent_images_be_gross_or_gory_a3d431d0,Can these violent images be gross or gory?,radio,Yes,All Other App Types,false,6
117,answer__can_these_violent_images_be_gross_or_gory_a3d431d0__inactive,answer__can_these_violent_images_be_gross_or_gory_a3d431d0,radio,can_these_violent_images_be_gross_or_gory_a3d431d0,Can these violent images be gross or gory?,radio,__INACTIVE__,All Other App Types,true,381
118,answer__can_these_violent_images_be_gross_or_gory_a3d431d0__not_applicable,answer__can_these_violent_images_be_gross_or_gory_a3d431d0,radio,can_these_violent_images_be_gross_or_gory_a3d431d0,Can these violent images be gross or gory?,radio,__NOT_APPLICABLE__,All Other App Types,true,416
119,answer__can_this_app_contain_visual_depictions_of_illegal_or_rec_3788a7dc__no,answer__can_this_app_contain_visual_depictions_of_illegal_or_rec_3788a7dc,radio,can_this_app_contain_visual_depictions_of_illegal_or_rec_3788a7dc,Can this app contain visual depictions of illegal or recreational drugs?,radio,No,All Other App Types,false,6
120,answer__can_this_app_contain_visual_depictions_of_illegal_or_rec_3788a7dc__yes,answer__can_this_app_contain_visual_depictions_of_illegal_or_rec_3788a7dc,radio,can_this_app_contain_visual_depictions_of_illegal_or_rec_3788a7dc,Can this app contain visual depictions of illegal or recreational drugs?,radio,Yes,All Other App Types,false,4
121,answer__can_this_app_contain_visual_depictions_of_illegal_or_rec_3788a7dc__inactive,answer__can_this_app_contain_visual_depictions_of_illegal_or_rec_3788a7dc,radio,can_this_app_contain_visual_depictions_of_illegal_or_rec_3788a7dc,Can this app contain visual depictions of illegal or recreational drugs?,radio,__INACTIVE__,All Other App Types,true,384
122,answer__can_this_app_contain_visual_depictions_of_illegal_or_rec_3788a7dc__not_applicable,answer__can_this_app_contain_visual_depictions_of_illegal_or_rec_3788a7dc,radio,can_this_app_contain_visual_depictions_of_illegal_or_rec_3788a7dc,Can this app contain visual depictions of illegal or recreational drugs?,radio,__NOT_APPLICABLE__,All Other App Types,true,416
